4cec3f2d-e6ee-4cf8-9783-6e03055d5e39 	 [2026-04-11 16:32:06] 	 GET request to /.well-known/appspecific/com.chrome.devtools.json
aca6b09f-9185-4932-bbb4-1e338d1a61b8 	 [2026-04-11 16:32:06] 	 GET request to /favicon.ico
071dd526-1bb5-4651-9038-67acd2d46aa7 	 [2026-04-11 16:32:57] 	 GET request to /.well-known/appspecific/com.chrome.devtools.json
da3382cc-b298-4fd3-bf37-3296f17da7c3 	 [2026-04-11 16:32:57] 	 GET request to /.well-known/appspecific/com.chrome.devtools.json
e9690c28-b3b5-40b1-814f-7cbe41d09327 	 [2026-04-11 16:32:58] 	 GET request to /
74e735a4-c39b-4a62-b9e9-b462bbca08d3 	 [2026-04-11 16:32:58] 	 GET request to /.well-known/appspecific/com.chrome.devtools.json
4ccd2e16-c6d2-4278-825f-ac584f592f02 	 [2026-04-11 16:32:58] 	 GET request to /favicon.ico
8e3d4bc8-0209-4506-99c2-b0f8df122e13 	 [2026-04-11 16:33:00] 	 GET request to /cause-error
252d0e2a-d42c-4fed-94e5-d7821bb858fd 	 [2026-04-11 16:33:00] 	 GET request to /.well-known/appspecific/com.chrome.devtools.json
15c01c38-e7ba-41ab-8ec3-5a06e2615bd6 	 [2026-04-11 16:33:00] 	 GET request to /favicon.ico
9fda5098-c369-4e54-b212-20a5b4e4c58b 	 [2026-04-11 16:33:09] 	 GET request to /favicon.ico
830e2d0a-551e-4575-b14c-6b927f46a6dd 	 [2026-04-11 16:33:09] 	 GET request to /.well-known/appspecific/com.chrome.devtools.json
cfedaedc-3197-40c0-907a-3ffb2b9d55bf 	 [2026-04-11 16:33:09] 	 GET request to /.well-known/appspecific/com.chrome.devtools.json
fe561324-27a5-4ef0-a3cf-d1d4f2fd61be 	 [2026-04-11 16:39:38] 	 GET request to /
7cd248b9-995c-4242-9775-7e722db66799 	 [2026-04-11 16:39:38] 	 GET request to /.well-known/appspecific/com.chrome.devtools.json
3fde46c5-7888-41d4-9124-43b6020e1d22 	 [2026-04-11 16:39:38] 	 GET request to /favicon.ico
